"urls","titulos","subtitulos","autores","dias","corpos"
"https://www.cnnbrasil.com.br/economia/negocios/petrobras-se-reune-com-governo-e-aereas-nesta-quinta-para-discutir-querosene-de-aviacao/"," Petrobras se reúne com governo e aéreas nesta quinta para discutir querosene de aviação "," Discussões ocorrem em um momento em que a companhia aérea Gol passa por recuperação judicial nos Estados Unido "," Reuters    "," 01/02/2024 às 08:27 ","  seg - sex  Apresentação  Ao vivo A seguir  Discussões ocorrem em um momento em que a companhia aérea Gol passa por recuperação judicial nos Estados Unido   Reuters    A Petrobras vai se reunir nesta quinta-feira (1°) com representantes do governo federal e de companhias aéreas para discutir eventuais alterações nas condições do querosene de aviação (QAV) para o setor.  Leia Mais  “Não obstante, considerando que a participação da Petrobras nas reuniões mencionadas faz parte das atividades rotineiras da companhia e que não houve qualquer decisão com relação ao preço do QAV ou no modelo contratual de fornecimento para as distribuidoras, não há qualquer fato relevante a ser divulgado com relação ao tema”, afirmou a estatal. As discussões ocorrem em um momento em que a companhia aérea Gol passa por recuperação judicial nos Estados Unidos.    As principais notícias e o melhor do nosso conteúdo, direto no seu email. Escolha a newsletter e inscreva-se!"
"https://www.cnnbrasil.com.br/economia/macroeconomia/governo-defende-discussao-rigorosa-com-petrobras-sobre-reducao-de-querosene-de-aviacao/"," Governo defende “discussão rigorosa” com Petrobras sobre redução de querosene de aviação "," Executivo espera que queda do preço do combustível barateie passagens aéreas "," Da CNN   Brasília "," 31/01/2024 às 17:09 | Atualizado 31/01/2024 às 17:11 ","  seg - sex  Apresentação  Ao vivo A seguir  Executivo espera que queda do preço do combustível barateie passagens aéreas   Da CNN   Brasília O ministro de Minas e Energia, Alexandre Silveira, defendeu nesta quarta-feira (31) que o governo tenha uma “discussão rigorosa” com a Petrobras sobre a redução do preço do querosene de aviação (QAV). “A Petrobras, por ser quase a monopolista do QAV no Brasil, a discussão com ela deve ser mais rigorosa”, afirmou Silveira à imprensa. Silveira, porém, disse que, além da Petrobras, é necessário conversar sobre o assunto com todo o setor de petróleo e gás.  Leia Mais  A ideia do governo é que com a redução do preço do combustível, o preço das passagens aéreas também caia. O ministro reconhece, no entanto, que o debate precisa ir além. “O Querosene de Aviação faz parte disso, mas não é só isso na nossa visão. Precisamos discutir o que o QAV representa em uma política vertical imprimida pelo Conselho Nacional de Política Energética a todos os fabricantes do Brasil”, disse Silveira. Na tentativa de diminuir o preço das passagens, a Casa Civil tem organizado conversas sobre o tema. Na semana passada, o governo anunciou, a criação de um fundo de até R$ 6 bilhões para financiar companhias aéreas do país. Nesta quinta-feira (1º) está prevista uma nova reunião para tratar sobre o querosene de aviação.  As principais notícias e o melhor do nosso conteúdo, direto no seu email. Escolha a newsletter e inscreva-se!"
"https://www.cnnbrasil.com.br/economia/negocios/petrobras-evita-rota-no-mar-vermelho-em-meio-a-ataques-mas-sem-custos-adicionais-diz-empresa/"," Petrobras evita rota no Mar Vermelho em meio a ataques, mas sem custos adicionais, diz empresa "," CEO da petroleira afirmou que as importações não estão sendo afetadas "," Reuters    "," 30/01/2024 às 15:10 ","  seg - sex  Apresentação  Ao vivo A seguir  CEO da petroleira afirmou que as importações não estão sendo afetadas   Reuters    A Petrobras está evitando o trânsito de navios petroleiros contratados por ela no Mar Vermelho, diante dos ataques recentes a embarcações na região, sem incorrer em custos adicionais, uma vez que os principais fluxos de comércio da petroleira não dependem das rotas que vivenciam os maiores riscos no momento. Segundo a Petrobras, até agora, apenas uma embarcação precisou desviar da rota, antes de entrar no Mar Vermelho, no início dos ataques. De outro lado, a petroleira não tem exportado mais para preencher alguma demanda adicional no curto prazo, enquanto outras empresas estão levando mais tempo para fazer suas entregas. “Até o presente momento, a Petrobras está evitando o trânsito de navios petroleiros contratados por ela, no Canal de Suez, no Mar Vermelho e na costa do Chifre da África, e isso não está afetando os custos para exportação de petróleo, que vai para outras regiões”, afirmou a Petrobras à Reuters por email. “As importações, de igual forma, também não estão sendo afetadas, pois têm origem em outros portos longe das zonas dos conflitos.” Outras importantes petroleiras globais como BP e a Shell informaram ter interrompido o trânsito por meio do Mar Vermelho, uma vez que os ataques a navios comerciais pelos houthis alinhados com o Irã impactaram o comércio entre a Europa e a Ásia. Algumas companhias de navegação pelo mundo instruíram os navios a redirecionar as rotas pelo Cabo da Boa Esperança, um trajeto mais longo e mais caro. “O impacto maior por enquanto é sobre o frete internacional, viagens mais longas pelo Cabo da Boa Esperança geram uma menor disponibilidade de navios devido a maior distância percorrida. Atrapalha o fluxo natural e mais eficiente”, disse o CEO da Petrobras, Jean Paul Prates, à Reuters.  Leia Mais  Entretanto, o Brasil acaba sendo pouco afetado pelo encarecimento dos fretes na região dos ataques, pois mais da metade de seu petróleo exportado tem como destino a Ásia, com a China representando 46% do total, explicou o analista de mercado da StoneX Bruno Cordeiro, citando dados oficiais do governo. “A rota que a gente faz principalmente Brasil-Ásia se dá pelo Cabo da Boa Esperança”, explicou Cordeiro, pontuando que o trajeto utiliza os oceanos Atlântico e Índico, sem a necessidade de passagem por canais em zonas de conflito. O segundo maior comprador de petróleo do Brasil, lembrou o especialista, é os Estados Unidos, com cerca de 11% das exportações e acessado por meio do Oceano Atlântico. Dentre os demais países de destino, grande parcela é composta por países europeus, também no Atlântico Norte, comentou Cordeiro. A Petrobras também reconheceu que empresas de transporte marítimo pelo mundo estão sofrendo aumento de custos pela crise na região, decorrente da alta dos seguros marítimos. “Mas isso apenas está ocorrendo para os navios que navegam nas regiões dos conflitos, o que não está ocorrendo com os nossos contratados”, frisou. A companhia disse que apenas um navio precisou ser desviado para carregamento no Golfo Pérsico, longe da zona de conflito, no início dos ataques, antes de adentrar no Mar Vermelho. “Após o carregamento na Arábia Saudita, naturalmente seguiu a rota de volta para o Brasil, passando pela África do Sul, contornando o Cabo da Boa Esperança”, detalhou. No curto prazo, os volumes de exportação brasileiros também não devem ser impactados pela situação no Mar Vermelho. Questionado se a Petrobras poderia buscar se beneficiar do cenário com as tensões no Mar Vermelho e aumentar as exportações, o CEO da Petrobras afirmou que isso não tem acontecido, sem detalhar. Um preço mais alto do petróleo em função de preocupações pelo conflito pode ter impactos conhecidos nos negócios da companhia, como maior valor das exportações ou eventuais repasses de valores para os derivados. Cordeiro, da StoneX, pontuou que o Brasil não consegue mexer em níveis produtivos da mesma forma que outros grandes países produtores de petróleo, como os Estados Unidos, que tem ampla produção em terra e os poços podem ser fechados e abertos com mais celeridade, com benefícios comerciais. A maior parte da produção de petróleo brasileira ocorre no pré-sal, em alto mar. “O nosso modelo de produção é diferente do modelo não convencional norte-americano, onde há maior maleabilidade de aumento ou redução da produção, assim como a gente vê em diversos produtores da Opep, com destaque para a própria Arábia Saudita. No Brasil, a ampliação da oferta fica restrita principalmente aos investimentos relacionados principalmente ao pré-sal e pós-sal.” A Petrobras adicionou que as importações de combustíveis pela empresa possuem origem diversificada globalmente, incluindo fornecedores nos portos dos Estados Unidos, Ásia e Europa, ou seja, “regiões que apresentam, nesse contexto, menor risco e atendem ao propósito de manter o suprimento e nossos estoques de combustíveis em níveis seguros”.  As principais notícias e o melhor do nosso conteúdo, direto no seu email. Escolha a newsletter e inscreva-se!"
"https://www.cnnbrasil.com.br/economia/negocios/petrobras-ve-potencial-aumento-de-44-na-producao-de-diesel-s-10-ate-2030/"," Petrobras vê potencial aumento de 44% na produção de diesel S-10 até 2030 "," Produção em 2024 deve ficar em 658 mil bpd ","  de Reuters     "," 30/01/2024 às 11:40 ","  seg - sex  Apresentação  Ao vivo A seguir  Produção em 2024 deve ficar em 658 mil bpd    de Reuters     A Petrobras vê potencial aumento de 44% na sua produção de diesel S-10 até 2030, em relação ao projetado para 2024, de acordo com apresentação da empresa divulgada ao mercado nesta terça-feira (30). A empresa prevê potencial produção do combustível de 948 mil barris por dia (bpd) em 2030, ante 658 mil bpd este ano.  Leia Mais   As principais notícias e o melhor do nosso conteúdo, direto no seu email. Escolha a newsletter e inscreva-se!"
"https://www.cnnbrasil.com.br/economia/negocios/petrobras-conclui-1a-perfuracao-de-poco-na-margem-equatorial/"," Petrobras conclui 1ª perfuração de poço na Margem Equatorial "," Companhia informou que comunicou à Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP) que identificou presença de hidrocarboneto, porém ainda inconclusivo quanto à viabilidade econômica "," Reuters   São Paulo "," 26/01/2024 às 20:23 | Atualizado 26/01/2024 às 21:35 ","  seg - sex  Apresentação  Ao vivo A seguir  Companhia informou que comunicou à Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP) que identificou presença de hidrocarboneto, porém ainda inconclusivo quanto à viabilidade econômica   Reuters   São Paulo A Petrobras informou nesta sexta-feira (26) que concluiu a primeira perfuração do poço exploratório de Pitu Oeste, na Bacia Potiguar na Margem Equatorial, conforme comunicado ao mercado. O poço integra a concessão BMPOT-17 e está localizado em águas profundas a 52 km da costa do Rio Grande do Norte. A companhia informou que comunicou à Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP) que identificou presença de hidrocarboneto, porém ainda inconclusivo quanto à viabilidade econômica.  A empresa disse que, a partir de estudos complementares, pretende obter mais informações geológicas da área para avaliar o potencial dos reservatórios e direcionar as próximas atividades exploratórias na área. Segundo a Petrobras, a perfuração do poço exploratório em Pitu Oeste foi concluída com “total segurança, dentro dos mais rigorosos protocolos de operação em águas profundas, o que reafirma que a Petrobras está preparada para realizar com total responsabilidade atividades na Margem Equatorial”. A companhia também informou que suas estimativas de reservas provadas de óleo, condensado e gás natural resultaram em 10,9 bilhões de barris de óleo equivalente (boe) em 31 dezembro de 2023, conforme comunicado ao mercado. Segundo a petrolífera, 84% do total de reservas provadas são de óleo e condensado, enquanto 16% são de gás natural. Em 2023, a Petrobras manteve sua trajetória de adição significativa de reservas (1,5 bilhão de boe), após realizar em 2022 a maior adição de reservas de sua história (2,0 bilhões de boe) pelo segundo ano consecutivo, com reservas provadas em 10,5 bilhões de boe. De acordo com a estatal, a adição de reservas em 2023 ocorreu, principalmente, em função do bom desempenho dos ativos, com destaque para os campos de Búzios, Tupi e Atapu, na Bacia de Santos, e da declaração de comercialidade dos campos não operados de Raia Manta e Raia Pintada, na Bacia de Campos. “Não tivemos alterações relevantes nas reservas decorrentes de variação do preço do petróleo”, ressaltou a petrolífera. A empresa acrescentou que o índice de reposição orgânica de reservas, desconsiderando efeitos dos desinvestimentos, alcançou 168% da produção do ano em questão, tornando os anos de 2021 a 2023 os de maior índice de reposição orgânica de reservas da história da companhia, atingindo o valor de 207%. A relação entre as reservas provadas e a produção (indicador R/P) se manteve em 12,2 anos, repetindo 2022.   As principais notícias e o melhor do nosso conteúdo, direto no seu email. Escolha a newsletter e inscreva-se!"
"https://www.cnnbrasil.com.br/nacional/explosao-na-refinaria-abreu-e-lima-pe-deixa-feridos/"," Explosão na Refinaria Abreu e Lima (PE) deixa feridos "," Segundo a Petrobras, os quatro trabalhadores foram socorridos e estão bem. A operação na refinaria segue normalmente "," Luan Leãoda CNN   São Paulo "," 25/01/2024 às 19:42 | Atualizado 25/01/2024 às 22:04 ","  seg - sex  Apresentação  Ao vivo A seguir  Segundo a Petrobras, os quatro trabalhadores foram socorridos e estão bem. A operação na refinaria segue normalmente   Luan Leãoda CNN   São Paulo Uma explosão deixou quatro trabalhadores feridos na refinaria de Abreu e Lima, na cidade de Ipojuca, a 50 quilômetro de Recife, capital de Pernambuco, nesta quinta-feira (25). De acordo com a Petrobras, o acidente aconteceu durante a manutenção de um tanque de petróleo. A explosão foi ocasionada por um fagulhamento seguido de chama, que foi rapidamente controlada por equipes internas da RNEST (Refinaria de Abreu e Lima). Os quatro funcionários que ficaram feridos foram socorridos e encaminhados para hospitais da região. Ainda de acordo com a empresa, um trabalhador já foi liberado e outros três ainda seguem sendo atendidos.  Leia mais  A Petrobras vai investigar as causas do acidente. Apesar da explosão, a companhia informou que as unidades de produção da refinaria operam normalmente. Em nota, o Sindipetro PE/PB (Sindicato dos Petroleiros de Pernambuco e Paraíba) afirmou que uma comissão está sendo formada na RNEST, com participação do sindicato e da CIPA (Comissão Interna de Prevenção de Acidentes) para apurar as causas do corrido. Em 2022, um vazamento de produto inflamável causou um incêndio de grandes proporções, mas não deixou feridos. Um ano antes, em setembro de 2021, um trabalhador de uma empresa terceirizada morreu durante a manutenção de um equipamento na unidade de ar comprimido da RNEST.  As principais notícias e o melhor do nosso conteúdo, direto no seu email. Escolha a newsletter e inscreva-se!"
"https://www.cnnbrasil.com.br/economia/negocios/conselheiro-renuncia-do-cargo-na-petrobras-hora-de-sair-de-cena/"," Conselheiro renuncia do cargo na Petrobras: hora de “sair de cena” "," Cruz também deixou cargo na Empresa de Pesquisa Energética ","  Por Rodrigo Viga Gaier e Marta Nogueira, da Reuters     "," 21/01/2024 às 12:02 | Atualizado 21/01/2024 às 13:26 ","  seg - sex  Apresentação  Ao vivo A seguir  Cruz também deixou cargo na Empresa de Pesquisa Energética    Por Rodrigo Viga Gaier e Marta Nogueira, da Reuters     Efrain Pereira da Cruz renunciou ao cargo de conselheiro da Petrobras no sábado (20) em carta encaminhada ao colegiado, disseram três fontes à Reuters, dias depois de ter deixado o posto de secretário-executivo do Ministério de Minas e Energia. Integrante do conselho da petroleira desde abril, ele havia sido indicado para a posição pelo ministro de Minas e Energia, Alexandre Silveira, e contava com apoio de figuras políticas. Na carta enviada ao conselho, à qual a Reuters teve acesso, Cruz diz que era chegada a hora de “sair de cena” para “seguir o próprio caminho” apesar da “enorme honra” em integrar o colegiado da Petrobras.  Leia Mais  “Levo comigo a certeza de que tomei decisões corretas, embasadas no bem comum e contribuí com o Conselho da melhor forma possível. Contudo, abro mão apenas dos cargos, jamais da amizade de todos os companheiros que estiveram comigo até aqui”, diz o documento endereçado ao presidente do colegiado. Quem deve ocupar temporariamente a vaga deixada por Cruz é o advogado Renato Campos Galuppo, segundo as fontes. O conselho da Petrobras é composto atualmente por 11 membros, sendo seis deles indicações do governo, quatro dos acionistas minoritários e um eleito pelos empregados. Uma das fontes disse esperar que haja um “reequilíbrio de forças” no conselho da estatal que passará por nova eleição em breve. “Haverá um substituto ocasional, um tampão até a definição do novo conselho. Ele vai lutar para ficar mas tem pendências com a lei da estatais“, afirmou, fazendo referência a Galuppo. Galuppo já teve o nome rejeitado para o conselho da petroleira no ano passado, ao não passar pelos filtros de compliance e governança da companhia. Por ser ligado a partido político, sua nomeação esbarrou na Lei das Estatais. “O presidente Lula já recebeu algumas sugestões de nomes para o conselho e a palavra final é dele”, pontuou uma fonte. Com sua saída do governo, Cruz, que é ex-diretor da agência reguladora de energia elétrica Aneel, também declinou da cadeira que ocupava no conselho da Empresa de Pesquisa Energética (EPE). Uma conselheira fiscal da EPE, Andreia Schmidt, que era chefe de gabinete executiva do Ministério de Minas e Energia, também renunciou, disse uma fonte ligada ao órgão.  As principais notícias e o melhor do nosso conteúdo, direto no seu email. Escolha a newsletter e inscreva-se!"
"https://www.cnnbrasil.com.br/economia/macroeconomia/programa-de-estagio-da-petrobras-e-reaberto-com-180-vagas-em-dez-estados/"," Programa de estágio da Petrobras é reaberto com 180 vagas em dez estados "," Inscrições começam dia 22 e janeiro e vão até 3 de fevereiro "," Agência Estado    "," 19/01/2024 às 14:53 ","  seg - sex  Apresentação  Ao vivo A seguir  Inscrições começam dia 22 e janeiro e vão até 3 de fevereiro   Agência Estado    Após quatro anos sem contratar estagiários, a Petrobras retomou seu programa de estágio com um processo seletivo lançado em maio de 2023. A companhia recebeu em outubro e novembro do ano passado um grupo de 200 estudantes, e agora reabre a seleção para mais 180 vagas, além da formação de um banco de reservas, informou a estatal. As inscrições serão realizadas de 22 de janeiro a 3 de fevereiro e entre as etapas estão previstas prova objetiva online, vídeo entrevista e dinâmica de grupo online. O programa segue uma série de oportunidades que vêm sendo anunciadas pela estatal desde que a nova gestão tomou posse há um ano. A companhia anunciou em agosto do ano passado que iria convocar 2.170 aprovados em dois concursos nacionais, de níveis superior e técnico, que estavam no cadastro de reserva da companhia, e lançou um concurso para 916 vagas para nível técnico.  Leia Mais  As oportunidades de estágio são para os Estados do Rio de Janeiro, São Paulo, Rio Grande do Norte, Bahia, Minas Gerais, Amazonas, Ceará, Pernambuco, Bahia e Sergipe. O processo seletivo contempla estudantes dos cursos superiores de diversas áreas, tais como: Administração, Análise e Desenvolvimento de Sistemas, Análise de Dados, Biologia, Ciências Contábeis, Direito, Economia, Engenharias diversas, Geofísica, Geologia, Jornalismo, Marketing, Oceanografia, Psicologia, Publicidade e Propaganda, Química e Tecnologia da Informação. Há reserva de 30% das oportunidades para candidatos negros (pretos ou pardos) e 10% para pessoas com deficiência. O regime de trabalho será híbrido, com atividades home office e nas dependências da empresa. O regime do estágio será de 20 horas semanais, de segunda à sexta-feira. A Petrobras oferece bolsa-auxílio mensal de R$1.825, vale-transporte (quando a empresa não oferecer transporte próprio), seguro contra acidentes pessoais, além de recesso remunerado de 15 dias a cada 6 meses, conforme prevê a legislação. A empresa também oferecerá cursos e treinamentos da Universidade Petrobras.  As principais notícias e o melhor do nosso conteúdo, direto no seu email. Escolha a newsletter e inscreva-se!"
"https://www.cnnbrasil.com.br/politica/lula-defende-refinaria-e-relembra-acoes-contra-a-petrobras-processo-de-destruicao/"," Lula defende refinaria e relembra ações contra a Petrobras: “Processo de destruição” "," Presidente participou do evento que marcou a retomada das obras da Refinaria Abreu e Lima, na cidade de Ipojuca, em Pernambuco "," Douglas Portoda CNN*   São Paulo "," 18/01/2024 às 21:04 ","  seg - sex  Apresentação  Ao vivo A seguir  Presidente participou do evento que marcou a retomada das obras da Refinaria Abreu e Lima, na cidade de Ipojuca, em Pernambuco   Douglas Portoda CNN*   São Paulo O presidente Luiz Inácio Lula da Silva (PT) defendeu, nesta quinta-feira (18), a Refinaria Abreu e Lima, na cidade de Ipojuca, em Pernambuco, durante a cerimônia de retomada de suas obras. “Esse dia é muito importante para o Brasil, para a Petrobras, para Pernambuco, para o povo trabalhador brasileiro e, pessoalmente, para mim”, afirmou Lula. De acordo com o presidente, quando a refinaria estiver plenamente funcionando, irá faturar US$ 100 milhões por ano. A Petrobras planeja investir de R$ 6 bilhões a R$ 8 bilhões na ampliação da sua capacidade de processamento de petróleo. Segundo o Planalto, serão gerados cerca de 30 mil empregos diretos e indiretos e um acréscimo de cerca de 13 milhões de litros de Diesel S10 (de baixo teor de enxofre) por dia à capacidade de produção nacional.  Leia Mais:  A construção do segundo conjunto de unidades da refinaria tem finalização planejada para 2028. Na data, o local terá capacidade para processar 260 mil barris de petróleo por dia. O início das obras deve acontecer no segundo semestre deste ano. A ampliação do primeiro conjunto de unidades, que proporcionará aumento de carga, melhor escoamento de produtos leves e maior capacidade de processamento de petróleo do pré-sal, deve ser concluída no começo de 2025. Além disso, o projeto prevê a construção da primeira unidade SNOX do refino brasileiro, que será responsável por transformar óxido de enxofre (SOx) e óxido de nitrogênio (NOx) em um novo produto para comercialização. Sua operação deve acontecer ainda em 2024. Durante seu discurso, Lula ainda relembrou a história de quando pediu uma parceria para o ex-presidente da Venezuela Hugo Chávez para a construção de uma refinaria no estado. “Por que eu queria fazer uma parceria com a Venezuela? Era porque o Brasil tinha um superávit comercial com a Venezuela de quase US$ 4 bilhões. E relação comercial entre dois países é bom quando você vende, mas você tem que comprar. É como se fosse uma avenida de duas mãos. Você compra e você vende e tem um comércio equilibrado”, explicou. E como os venezuelanos não ofereciam nada para o Brasil, Lula propôs a compra de petróleo do país do vizinho para fazer a refinaria. O acordo foi feito, mas a Petrobras e a PDVSA não concordaram com a ideia dos presidentes dos países. “O dado concreto é que, quando o Chavez concordou, a gente resolveu começar essa refinaria, mas nunca o Chavez colocou um centavo aqui”, disse. A partir disso, Lula resolveu construir a refinaria apenas com os recursos brasileiros. “E eu posso dizer graças a Deus estamos fazendo ela sozinha, porque estamos fazendo com os nossos erros e com os nossos acertos”, finalizou. O presidente afirmou durante sua fala que quando deixou a Presidência, em 2011, teve as contas de seus governos aprovadas pelo Tribunal de Contas da União (TCU) e pelo Congresso Nacional. E que apenas após cinco anos foi que começou o processo de denúncia contra a Petrobras, que resultou na Operação Lava Jato. “E, na verdade, não era contra a Petrobras. Se você quisesse de fato apurar corrupção, você apura”, citou. “O que não pode punir é a soberania de um país como o Brasil e de sua maior empresa como é a Petrobras”, prosseguiu. Lula disse que tinha “dó dos camisas laranjas da Petrobras”, em referência a roupa usada pelos funcionários da empresa, por eles serem chamados “de ladrões” devido às acusações. “Toda vez que você quer ganhar uma disputa, você primeiro destrói moralmente a pessoa. Você inventa uma mentira, você conta qualquer cara, você inventa qualquer história e você martela aquela mentira até ela se tornar uma verdade na cabeça do povo.” Posteriormente, o chefe do Executivo fez uma analogia entre seu papel na operação e a morte do ex-presidente Getúlio Vargas. “E muita gente, como Getúlio Vargas, que governou esse país por 15 anos, de 1930 a 1945, depois voltou em 1950, eleito pelo povo, em 1953 criou a Petrobras, ele não aguentou os quatro anos de democracia e com a denúncia contra ele, se matou. Eu acho que eles imaginavam que poderiam fazer o mesmo comigo.” Segundo Lula, pela repercussão da mídia que lhe chamava de “ladrão”, ele poderia “ter entrado numa sala, ter dado um tiro na cabeça, escrever uma carta e falar acabou”. Entretanto, aprendeu com sua mãe que “dignidade a gente não compra em shopping, a gente adquire é no berço, com a educação que a gente recebe”.  As principais notícias e o melhor do nosso conteúdo, direto no seu email. Escolha a newsletter e inscreva-se!"
"https://www.cnnbrasil.com.br/economia/macroeconomia/petrobras-anuncia-investimento-de-ate-r-8-bilhoes-na-ampliacao-da-refinaria-abreu-e-lima/"," Petrobras anuncia investimento de até R$ 8 bilhões na ampliação da refinaria Abreu e Lima "," Declaração foi dada nesta quinta-feira (18) pelo presidente da empresa, Jean Paul Prates "," Da Reuters    "," 18/01/2024 às 17:24 | Atualizado 19/01/2024 às 08:48 ","  seg - sex  Apresentação  Ao vivo A seguir  Declaração foi dada nesta quinta-feira (18) pelo presidente da empresa, Jean Paul Prates   Da Reuters    A Petrobras planeja investir de R$ 6 bilhões a R$ 8 bilhões na ampliação da capacidade de processamento de petróleo da Refinaria Abreu e Lima (Rnest), em Pernambuco, para 260 mil barris de barris por dia (bpd) até 2028, ante os atuais 100 mil bpd, afirmou nesta quinta-feira (18) o CEO da empresa, Jean Paul Prates. A afirmação foi feita pelo executivo durante cerimônia na refinaria, em Pernambuco, para marcar a retomada de obras na unidade, com a presença do presidente Luiz Inácio Lula da Silva, que fez um discurso de mais de 30 minutos onde abordou a história da refinaria e criticou impactos da operação Lava Jato na unidade e também em sua própria vida. A Rnest, um dos principais ativos da petroleira envolvidos na operação Lava Jato, iniciou suas operações em 2014, com a partida do primeiro conjunto de unidades (trem I, no jargão do setor) no Complexo Industrial Portuário de Suape, mas seu projeto original não foi concluído até hoje, após passar por diversos atrasos e aumentos de custos.  Leia Mais  Denúncias apontaram desvios financeiros na construção da Rnest, por meio de pagamento de contratos com sobrepreços a empresas que prestaram serviços direta ou indiretamente à Petrobras. “Estamos aqui recebendo o presidente Lula finalmente em um ato de superação e não tem ninguém talvez na história do país que tem a história de superação do nosso presidente Lula, e essa Rnest é o retrato da superação, o retrato dessa história”, afirmou Prates, para uma plateia de trabalhadores. A Petrobras havia investido cerca de  US$ 18 bilhões na construção do trem 1 da Rnest e de parte do trem 2 até que as obras fossem paralisadas, segundo afirmou na véspera a gerente executiva de Projetos de Desenvolvimento da Produção da Petrobras, Mariana Cavassin, a jornalistas. Em seu plano atual de ampliação para a Rnest, a Petrobras planeja três importantes etapas. A maior delas será retomar as obras para a construção do trem 2 no segundo semestre deste ano, cuja conclusão está prevista para 2028, adicionando 130 mil bpd de capacidade. A retomada do trem 2 da Rnest já havia sido anunciada em junho de 2023 e já estava prevista no plano estratégico da companhia sob o governo anterior. O projeto tinha sido suspenso em 2015, em meio ao escândalo de corrupção. “Estou aqui na reinauguração da parte dois dessa refinaria… quando ela estiver funcionando totalmente, ela vai faturar US$ 100 bilhões por ano”, afirmou Lula em seu discurso. A petroleira planeja ainda concluir neste ano obras relacionadas a um equipamento de mitigação de emissão de gases (SNOX), que permitirão elevar a capacidade da unidade em 15 mil bpd. Para o primeiro trimestre de 2025, está prevista a conclusão das obras para a expansão do trem 1, que adicionará outros 15 mil bpd. A expectativa é que as obras da Rnest gerem cerca de 30 mil empregos diretos e indiretos e um acréscimo de cerca de 13 milhões de litros de diesel S10 (de baixo teor de enxofre) por dia à capacidade de produção nacional. A Rnest é a mais nova refinaria da petroleira, concluída 34 anos depois da Petrobras construir a sua última refinaria de petróleo. Durante o evento, o CEO da Petrobras destacou que a Rnest, no futuro, não irá acabar junto com o fim da produção de petróleo, e será preparada para passar a produzir combustíveis como hidrogênio, e-metanol e diesel renovável. Citou ainda planos da empresa de produzir diesel coprocessado com óleos vegetais na unidade, em percentuais que vão crescer gradativamente. A declaração atende a anseios do governo federal em relação à companhia, cuja gestão liderada por Prates, que tomou posse após a eleição de Lula, busca aliar geração de empregos locais com um protagonismo no processo para a transição energética. Lula, em seu discurso, endossou o caminho rumo à transição energética, destacando a competitividade do Brasil e defendendo que o país será um importante consumidor de combustíveis verdes. “Nós, Jean Paul, vamos utilizar esse momento histórico da humanidade e vamos dizer o seguinte: esse país não quer ser exportador de hidrogênio verde. Quando você estiver produzindo hidrogênio verde em Pernambuco, quando estiver na Bahia, sabe quem vai comprar? A Petrobras. Porque ela vai ser uma grande consumidora de energia limpa e verde nesse país”, afirmou Lula. Lula destacou ainda que se as siderúrgicas que querem produzir aço verde devem vir ao Brasil. “Quem quer produzir, quer a fábrica limpa, venha para o Brasil. A gente está aberto para receber, com o coração de brasileiro”, concluiu.  As principais notícias e o melhor do nosso conteúdo, direto no seu email. Escolha a newsletter e inscreva-se!"
